date,asset_0,asset_1,asset_2
2020-01-02,-0.002057959577069779,0.00609282789765464,0.07840299470467449
2020-01-03,-0.004186385811032256,-0.009698443765434939,-0.07821411721500826
2020-01-06,-0.0077804737069248064,-0.011770694460566888,0.047152947996006445
2020-01-07,-0.0015179807367617926,0.006560120359220711,0.005850950889994211
2020-01-08,0.017480518223977004,-0.01534623270214186,-0.011013523157297866
2020-01-09,-0.0021786305345277146,-0.001736908168780693,-0.02229585445953386
2020-01-10,0.0154710006013552,0.017822930053364106,0.022259629183487784
2020-01-13,-0.0024571900724829066,0.03649953835524866,0.00698599786790699
2020-01-14,-0.004002796654859364,0.0028082409834093713,-0.006420156263490129
2020-01-15,0.011253223437280635,0.004356251973979708,0.0019526425140830028
2020-01-16,0.014857834625332966,0.015844249030111612,0.040347806114603646
2020-01-17,0.027111553451703685,0.01219888524315138,0.0025999188207492807
2020-01-20,-0.0152510722680953,0.0024531676109156297,-0.02143608477064074
2020-01-21,0.007624728867459796,0.025891051744122207,-0.033246240146660666
2020-01-22,-0.035646663198600326,-0.029171781486107995,-0.05015373491403896
2020-01-23,-0.00257482753825522,0.03315235215409795,0.058321672867634566
2020-01-24,-0.008973111959987401,-0.0005842007224295953,0.039270726531715816
2020-01-27,-0.004650809360347341,0.014571364991245117,-0.020738065332563282
2020-01-28,0.009283279774184638,-0.004074022816311862,-0.005499119810906672
2020-01-29,0.015185926914575099,0.0007851028948437921,0.0026353496607176563
2020-01-30,0.002858324923754596,0.0011147730594491811,0.0131302972383458
2020-01-31,0.008185591681875382,0.005361385743559932,-0.016168321643152184
2020-02-03,0.0032475038383263932,-0.0038970421892429163,-0.052550944303998315
2020-02-04,-0.004496004346656868,0.006877535844375338,0.008498789811735685
2020-02-05,0.0031314017521368864,0.0020450996261636156,0.005494900903412869
2020-02-06,-0.009064711395476488,-0.005265771845438971,-0.024383660823671716
2020-02-07,0.003574241042814119,0.004359639414609262,0.0024238672272682837
2020-02-10,0.0004830651304355005,-0.0016787477245251425,-0.013493691045324274
2020-02-11,-0.01665257962485689,-0.011567418883621006,-0.007721833533733569
2020-02-12,-0.0006177203061392689,-0.026808343329880246,-0.08549845855559934
2020-02-13,-0.008834062268306742,-0.005287535555603129,-0.021917429429917368
2020-02-14,0.013400739703133047,0.005487019974372398,0.06178807266392261
2020-02-17,0.0010454933336561112,-0.023704734926580207,-0.08059082496045267
2020-02-18,-0.026419015922101496,0.0148039641402129,-0.009850152211020369
2020-02-19,0.005427250579673304,0.019623184976340413,0.06355291148192554
2020-02-20,-0.0018832125853084358,-0.01295699408958495,-0.044527636486599076
2020-02-21,-0.017608082672495695,-0.02698082018609138,-0.048423758283395624
2020-02-24,-0.020163484121919928,-0.0036472412675988553,-0.04862218183112754
2020-02-25,0.019794833424269243,0.0214792670118511,-0.037799313531283074
2020-02-26,0.008327835437054842,-0.01817797566767243,-0.05844967282854319
2020-02-27,0.0019060732557738547,0.02810173838696506,0.1964120760817838
2020-02-28,0.0091945664935551,-0.005817396835312683,-0.00819506910832657
2020-03-02,-6.293282881075779e-05,0.020264784296167404,0.04721134236531421
2020-03-03,0.0028905652894108957,-0.00581950813719212,-0.008390501992574073
2020-03-04,0.005137574680291523,-0.003987236956490059,0.020483461206222797
2020-03-05,0.005922198347366292,0.012350374422870791,-0.04387377195940434
2020-03-06,-0.0037181432673143444,-0.0028186661457691997,0.03683074261011732
2020-03-09,-0.0018660097251534946,-0.026662127237080613,-0.06932072763951169
2020-03-10,-0.0026795812753213077,-0.0016038334306982538,0.0026180050626212203
2020-03-11,0.0028746390780953757,0.02448473731160572,0.023103830299388672
2020-03-12,-0.0009350666753666914,0.006737488222181565,-0.01170146456365928
2020-03-13,0.009728929720202562,-0.00892326462291737,-0.04816058727810224
2020-03-16,0.0003702920303974011,-0.013250699817863976,0.016056627401557888
2020-03-17,0.018275370776048572,0.017818728435137654,-0.03385438241576755
2020-03-18,0.006730079492072383,-0.005243554492203373,-0.01199266702111268
2020-03-19,-0.0062035757020904025,-0.014410914396529417,0.039801078851212424
2020-03-20,-0.0039996724442907805,0.01690769467974307,0.05083220558444013
2020-03-23,-0.009248697425664254,0.0279084235503535,-0.009252455923119962
2020-03-24,0.003684805298626026,0.02772863009895632,0.04427659122771899
2020-03-25,-0.00024449378282631606,-0.004858154690341454,0.0008247761127986308
2020-03-26,0.001346550267481872,0.008230463499680818,-0.029857428208930892
2020-03-27,-0.003911891370050213,0.013405291980591816,0.01912159613436426
2020-03-30,-0.010554118727420403,0.010266609476457855,-0.009915155733034697
2020-03-31,0.002418820443364389,0.0002345035743305246,0.03686741230129442
2020-04-01,-0.013363214894166586,0.010081724567329475,0.0859569036478478
2020-04-02,0.002759127973648523,-0.011219092130173247,-0.03947166704647498
2020-04-03,0.00293887616637023,0.015297870534828784,0.009040931223980753
2020-04-06,0.011534485960267737,0.004778281394790529,0.0012587029151958085
2020-04-07,0.0027733823741245,-0.0076703925530898776,-0.03399658468630862
2020-04-08,0.02329594198431173,-0.0018549516552226475,0.006101017267521991
2020-04-09,0.0006607259034530077,0.008983205448085174,0.034951793439894185
2020-04-10,-0.008463731746050529,-0.013086359918561108,-0.03283069676699324
2020-04-13,0.0020582002173088476,0.015476325775025224,0.013491908213451476
2020-04-14,-0.008458146749281359,0.0015313651271582351,0.012064715006025573
2020-04-15,-0.0057273354089668604,0.0016059946432798178,-0.04532647907368281
2020-04-16,-0.007354124092000647,-0.028285680744020714,-0.014672094304228334
2020-04-17,0.013705409363148346,-0.008053193794698599,-0.02505755171974844
2020-04-20,-0.008952374144325259,-0.001306924388066788,0.04791723957558203
2020-04-21,0.015239906208984744,-0.001268845319860712,-0.034590632711300695
2020-04-22,0.015495495073893695,-0.016159848560374557,-0.01649874089928205
2020-04-23,-0.004172355997056121,-0.0053270844209621915,-0.003948959080373515
2020-04-24,0.004010199404586023,0.013226932902590693,-0.011029338520784915
2020-04-27,0.0045309436751104215,0.010931936089945582,0.013307460953421169
2020-04-28,0.010504528547598646,-0.020914359082310097,-0.06444373139784076
2020-04-29,-0.008163469595835804,-0.0038434550707288073,-0.018822278764288325
2020-04-30,-0.00402673390895758,-0.029362755051166478,-0.044248212926854213
2020-05-01,0.01046382306305449,0.01686196799519557,-0.030853203980896415
2020-05-04,0.0015297012337169846,0.02106717670243974,0.03157303299711356
2020-05-05,0.0009988363082158447,-0.011968279822670569,-0.02189098294684022
2020-05-06,0.0003520695014482822,-0.008565266883538536,0.0018029458511532592
2020-05-07,-0.0021707435072275683,0.002474052670192961,-0.02493638386588848
2020-05-08,0.005820975181485055,0.013820345686140545,0.04138712802336375
2020-05-11,-0.0006429977087299976,-0.005314801409745162,-0.010054917128925145
2020-05-12,0.003825420075196817,0.02288199119824852,0.0440022264046771
2020-05-13,-0.0027556138221171977,0.003748491955090527,-0.002885668382965889
2020-05-14,-0.0059382763012599815,-0.0009138957662171432,0.023879957500782645
2020-05-15,-0.001538031233261239,-0.008668250267070077,0.018929840154243482
2020-05-18,0.002606505225475564,0.0014841319679810283,-0.008924522802159385
2020-05-19,-0.02197919886621813,-0.009131912333539938,-0.002111268599623961
2020-05-20,0.004047414437895025,-0.0004040055806637799,-0.030100952337768105
2020-05-21,-0.0009626473495571997,-0.006429428523184955,-0.05334476431283097
2020-05-22,-0.0004218401062981991,0.020674713031462844,0.045754470575515294
2020-05-25,-0.006808264569068578,0.012042115901664818,0.010149431698305955
2020-05-26,-0.008796431806651572,-0.004885460739571856,-0.002544921741878703
2020-05-27,0.013464630482821205,0.0040383247946571554,-0.007968981371759054
2020-05-28,0.008998403492048723,0.014393135038900384,0.018938501740255687
2020-05-29,-0.012688470060145951,0.0025269412631709898,-0.0003770180312155924
2020-06-01,0.002485365739278711,0.007755255738819633,0.012789221849023313
2020-06-02,-0.005321661356022633,-0.005887088311452571,-0.029675082579620482
2020-06-03,-0.0003645598173761533,-0.003793016080280709,0.009193155632698069
2020-06-04,0.004804832550900695,0.013676101520209372,0.019392614586788648
2020-06-05,-0.019610653320633276,-0.00563425537757789,0.010882243306208794
2020-06-08,0.011483052108250291,0.012334677298525998,-0.003978800587379316
2020-06-09,-0.0013426260922226874,0.010965875646256062,0.004638983624974058
2020-06-10,-0.006050633943530226,-0.0009038361048643306,0.05268476618207507
2020-06-11,0.0045500575588992564,0.0053528637112132404,0.035411302984154513
2020-06-12,0.005141819030716199,-0.006261975965082045,-0.011694312026312215
2020-06-15,-0.0011571164415814517,0.013961550839632686,0.025079265670401973
2020-06-16,6.0898571193845896e-05,0.009972919530598867,-0.011557681931348984
2020-06-17,0.004328432396961235,-0.0018422144547135533,-0.0015570796861552605
2020-06-18,0.007405529231451213,0.0025840008170976425,-0.0026188230779431443
2020-06-19,0.018197218784986147,0.02227546460423313,0.0014456370513082906
2020-06-22,-0.005977036391117574,3.588462339321197e-05,-0.028457809785947474
2020-06-23,0.008573153752875706,0.008175229527642713,-0.02263562857139878
2020-06-24,-0.001947980730060861,-0.008966214235629155,0.012658037290573132
2020-06-25,0.003962641609595918,0.0018742957951471961,0.006341837079579804
2020-06-26,-0.0015907130258235869,-0.0022308595424985755,0.0437628194032984
2020-06-29,-0.0012391123026664896,0.013198147385147907,-0.0250255268170938
2020-06-30,0.006793758457509291,0.005445154170769184,-0.022676262535623493
2020-07-01,-0.012029002897072205,-0.00523876694276626,-0.004254796226577984
2020-07-02,-0.0016034400322761933,-0.0009964108884620293,-0.009806316575730722
2020-07-03,-0.007257817377582909,-0.013321258237630529,0.003104482057777691
2020-07-06,0.00940810200949227,0.008338853508729649,0.02209778342837665
2020-07-07,0.006174147491196713,0.007446753886448221,-0.007888019850240235
2020-07-08,0.0028907129779691676,0.016844320805137425,-0.009202007847976312
2020-07-09,0.010648382103617182,0.012336668059462541,-0.009056424875986235
2020-07-10,0.00046576315526780654,-0.0021404123656683094,0.022133069927244398
2020-07-13,0.004596634898701435,-0.008683751609027124,-0.01952494819687245
2020-07-14,-0.0027801935809275147,-0.0011167787339637636,0.0034120354402995545
2020-07-15,0.0,0.0009785649163136512,0.04694118807422987
2020-07-16,0.00011602490559781131,-0.005549895510987168,0.014541928508582602
2020-07-17,0.00040664851046989803,-0.000315957068150019,0.032697928666004517
2020-07-20,0.012306203298778629,0.008075326938444372,9.862621233169833e-05
2020-07-21,-0.005906168602678785,-0.0021245000810612424,0.001662548831768751
2020-07-22,0.0019035961225384312,0.010505573236504029,0.005218642492307302
2020-07-23,-0.0033393911218745354,-0.00020691878098100247,-0.021731523084098314
2020-07-24,0.0034660824764212173,-0.0039037694307404447,0.020969779282747014
2020-07-27,0.00034531049746933107,-0.006555514874071355,-0.005281893495678203
2020-07-28,0.0001725454034586793,0.0017810451072548528,-0.0030563570472872392
2020-07-29,0.008055485530037432,0.009966426202998369,0.020386528392057013
2020-07-30,0.005992986072315132,0.010489635289547605,-0.007033557040173943
2020-07-31,0.009021381306807852,0.005975860138456968,-0.0432254973537064
2020-08-03,0.009165682695777555,-0.005159809108819746,-0.02981764971635026
2020-08-04,-0.012703967795805515,-0.006118845724364941,0.03497015710402862
2020-08-05,0.007787930348861716,0.020775206701416638,-0.02252568828990298
2020-08-06,0.0048719532933994,0.02557555182906457,0.010082056516856674
2020-08-07,-0.004316689727549394,0.000952613042026984,0.03827951753459802
2020-08-10,-0.012499339040698554,-0.006663296451200562,0.0031006472789958384
2020-08-11,-0.006613578561632805,-0.0020156004966791485,0.0038250458739306215
2020-08-12,-0.00533784427371875,-0.00966873090500886,-0.01411697599720807
2020-08-13,-0.002135216629927772,0.0021063104391549903,0.015346011908018431
2020-08-14,0.004221549113980538,0.012912126868707574,0.02667435264494311
2020-08-17,-0.0030521401867290576,-0.005632743183276001,0.00658083407543808
2020-08-18,0.0035234191564308404,-0.00016575576182242813,-0.0022155233598404322
2020-08-19,0.006849241842383114,-0.002252658486417869,-0.002315788147756681
2020-08-20,0.0006289597147233206,-3.323150750733639e-05,0.0016111325842673718
2020-08-21,-0.015539166512533842,-0.0031879119108625398,0.02637783858939624
2020-08-24,-0.002437690454010988,9.970017151594845e-05,0.0012617502122473923
2020-08-25,-0.022280028570819788,-0.009859522221111083,0.001313231087076927
2020-08-26,-0.0065449707879280394,-0.005180642201463415,-0.024627038366134335
2020-08-27,-0.007007493332063519,0.004328670981914806,0.00914066245943812
2020-08-28,-0.00603119018634346,0.009427903125448278,0.0020053498586631857
2020-08-31,0.0037623982017847,0.016778280659620615,0.015231899000174076
2020-09-01,-0.0012093442728408066,0.0013122170629360497,0.0015347617076681974
